"Text__TextElement-sc-if376j-0","mMx2LUixlnN_Fu45JpFB src","btE2c3IKaOXZ4VNAb8WQ href","Text__TextElement-sc-if376j-0 2","Text__TextElement-sc-if376j-0 3","Text__TextElement-sc-if376j-0 4","Text__TextElement-sc-if376j-0 href","Text__TextElement-sc-if376j-0 5","Text__TextElement-sc-if376j-0 href 2","standalone-ellipsis-one-line","standalone-ellipsis-one-line href","Text__TextElement-sc-if376j-0 6","Text__TextElement-sc-if376j-0 7"
"32","https://i.scdn.co/image/ab67616d0000485160583dde7160b2e2f8d0e009","https://open.spotify.com/track/1byScELwcJffsdL5QWa6Yk","Why","","Sabrina Carpenter","https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B","","","Why","https://open.spotify.com/album/55QjSqhCofvsx559gCIMI7","Jan 21, 2022","2:51"
"33","https://i.scdn.co/image/ab67616d0000485137fb0680110fbb107740de5d","https://open.spotify.com/track/0Ult84lvFuqNvbyXwyRQ58","I Miss You (feat. Julia Michaels)",",","Clean Bandit","https://open.spotify.com/artist/6MDME20pz9RveH9rEXvrOM","Julia Michaels","https://open.spotify.com/artist/0ZED1XzwlLHW4ZaG4lOT6m","What Is Love? (Deluxe Edition)","https://open.spotify.com/album/1MvF4ulZKH7SaDQs9rE5nc","Sep 8, 2020","3:25"
"34","https://i.scdn.co/image/ab67616d000048518768194862912b9e3a69c726","https://open.spotify.com/track/6GWNh4A7t4UHtUupgL5Evj","Lion","","Hearts & Colors","https://open.spotify.com/artist/3wjsrpfO6odEphTZWx45RQ","","","Lion","https://open.spotify.com/album/4ASMkFoc7GDXkWqvv9zHwG","Sep 8, 2020","3:36"
"35","https://i.scdn.co/image/ab67616d00004851063c048e9ef6bd021b744756","https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb","Outside (feat. Ellie Goulding)",",","Calvin Harris","https://open.spotify.com/artist/7CajNmpbOovFoOoasH2HaY","Ellie Goulding","https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ","Motion","https://open.spotify.com/album/48zisMeiXniWLzOQghbPqS","Sep 9, 2020","3:47"
"36","https://i.scdn.co/image/ab67616d00004851a39c138add0117087e10fe6d","https://open.spotify.com/track/5GzExVEv1JDsYyPFjMdXsA","Inside the Lines",",","Mike Perry","https://open.spotify.com/artist/6lB8vOoI4DRrrVxXwuV19c","Casso","https://open.spotify.com/artist/3glG6M6Sm7Zgvms4dFZKbN","Inside the Lines","https://open.spotify.com/album/4Hz9ceyY3L9Siekx7Qlmne","Sep 9, 2020","3:24"
"37","https://i.scdn.co/image/ab67616d0000485170c2fbadb91c434d5996f954","https://open.spotify.com/track/2kLf4myxQME1Nd0voeKZri","Stay Young",",","Mike Perry","https://open.spotify.com/artist/6lB8vOoI4DRrrVxXwuV19c","Tessa Odden","https://open.spotify.com/artist/5fWn9g8ERHtGKWdkAuomBx","Stay Young","https://open.spotify.com/album/5sOd5q1iOb5gkBAX2F4LKn","Sep 9, 2020","2:37"
"38","https://i.scdn.co/image/ab67616d000048517f401862bfe87b552a75308d","https://open.spotify.com/track/2CPqh63wRVscbceKcPxwvv","The Ocean (feat. Shy Martin)",",","Mike Perry","https://open.spotify.com/artist/6lB8vOoI4DRrrVxXwuV19c","shy martin","https://open.spotify.com/artist/7eCmccnRwPmRnWPw61x6jM","The Ocean (feat. Shy Martin)","https://open.spotify.com/album/4pgNeQfSctryAw4e0uESHe","Sep 9, 2020","3:03"
"39","https://i.scdn.co/image/ab67616d00004851bedcd1232c4bf046d9e214f3","https://open.spotify.com/track/615whmbmchAYve3H0LH1Pt","First Time High","","Rita Ora","https://open.spotify.com/artist/5CCwRZC6euC8Odo6y9X8jr","","","Phoenix (Deluxe)","https://open.spotify.com/album/4w5l1a26kIwmQvKkTxm2M3","Sep 9, 2020","3:01"
"40","https://i.scdn.co/image/ab67616d0000485167e400c9be79e6b0b0086880","https://open.spotify.com/track/2F83FxNVkK6PPMHuYnwyVc","Let It Be Me (feat. Ava Max)",",","David Guetta","https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai","Ava Max","https://open.spotify.com/artist/4npEfmQ6YuiwW1GpUmaq3F","7","https://open.spotify.com/album/5rbJtzuXtpIP0Ykk7ewIit","Sep 10, 2020","2:52"
"41","https://i.scdn.co/image/ab67616d00004851d2aaf635815c265aa1ecdecc","https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq","On My Way",", ,","Alan Walker","https://open.spotify.com/artist/7vk5e3vY1uw9plTHJAMwjN","Sabrina Carpenter","https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B","On My Way","https://open.spotify.com/album/1bcvtuHyO79DNAOOhHEkEm","Sep 10, 2020","3:13"
"42","https://i.scdn.co/image/ab67616d000048511c248e90c3e569f90aef9dec","https://open.spotify.com/track/4uoyvFGK43Of4v9tj0moxC","Begin Again","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Big Machine Radio Release Special)","https://open.spotify.com/album/4jTYApZPMapg56gRycOn0D","Sep 10, 2020","3:59"
"42","https://i.scdn.co/image/ab67616d000048511c248e90c3e569f90aef9dec","https://open.spotify.com/track/4uoyvFGK43Of4v9tj0moxC","Begin Again","Taylor Swift","Sep 10, 2020","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","3:59","","Red (Big Machine Radio Release Special)","https://open.spotify.com/album/4jTYApZPMapg56gRycOn0D","",""
"43","https://i.scdn.co/image/ab67616d00004851d0eae3c1661a96570f0ca7bd","https://open.spotify.com/track/0KztjtD3ytzgYjUKIVfBnW","Mean","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Speak Now","https://open.spotify.com/album/6Ar2o9KCqcyYF9J0aQP3au","Sep 10, 2020","3:57"
"44","https://i.scdn.co/image/ab67616d00004851da5d5aeeabacacc1263c0f4b","https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf","Delicate","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","reputation","https://open.spotify.com/album/6DEjYFkNZh67HP7R9PSZvv","Sep 10, 2020","3:52"
"45","https://i.scdn.co/image/ab67616d00004851a9e4d7fae5dfcc8f9cc96bc9","https://open.spotify.com/track/37f4ITSlgPX81ad2EvmVQr","Fight Song","","Rachel Platten","https://open.spotify.com/artist/3QLIkT4rD2FMusaqmkepbq","","","Wildfire","https://open.spotify.com/album/0mFDIOqypzHp6Xd0el1hoT","Sep 10, 2020","3:24"
"46","https://i.scdn.co/image/ab67616d0000485134fd9eb8cd48e518598aec55","https://open.spotify.com/track/2iXBZ32Fz5VDCLeE0JIdX5","Better in Time","","Leona Lewis","https://open.spotify.com/artist/5lKZWd6HiSCLfnDGrq9RAm","","","Spirit","https://open.spotify.com/album/0VaAFegRAAn4OCg7p4QjN5","Sep 10, 2020","3:54"
"47","https://i.scdn.co/image/ab67616d0000485163e07c2dbc7450974a146e96","https://open.spotify.com/track/5kK1Iru9ogP3Iy1zsANU1n","The Power of Love","","Céline Dion","https://open.spotify.com/artist/4S9EykWXhStSc15wEx8QFK","","","The Colour Of My Love","https://open.spotify.com/album/6Po5zdKMIH5Xk99vjXyQpC","Sep 10, 2020","5:42"
"48","https://i.scdn.co/image/ab67616d00004851048057a4babccfe0647d76f8","https://open.spotify.com/track/4wOXx92SlZWxNtuBytlMsK","Bitter Love","","Pia Mia","https://open.spotify.com/artist/1BhWF9W2PngtPSyobKg0rP","","","Bitter Love","https://open.spotify.com/album/2PXx08sb29bNbNgC9aLuw8","Sep 13, 2020","3:37"
"49","https://i.scdn.co/image/ab67616d00004851a382ac3d6d192d24f0858672","https://open.spotify.com/track/33CfD8UkDEcSdAP9j4QpUY","All Day And Night",", , ,","Jax Jones","https://open.spotify.com/artist/4Q6nIcaBED8qUel8bBx6Cr","Martin Solveig","https://open.spotify.com/artist/1bj5GrcLom5gZFF5t949Xl","All Day And Night (Jax Jones & Martin Solveig Present Europa)","https://open.spotify.com/album/1VQjtx21AAQnQe442bJssW","Sep 15, 2020","2:49"
"50","https://i.scdn.co/image/ab67616d000048512cbb5f97a0853d1c7cbbe231","https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac","Here With Me",",","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","CHVRCHES","https://open.spotify.com/artist/3CjlHNtplJyTf9npxaPl5w","Here With Me","https://open.spotify.com/album/6NHS3hV16MZyfcp0nSHdrd","Sep 16, 2020","2:36"
"51","https://i.scdn.co/image/ab67616d0000485142cf7782fb5ca489f032a5a1","https://open.spotify.com/track/43wzy7JxMEfvCh8ZFeZKYk","Right Now",",","Nick Jonas","https://open.spotify.com/artist/4Rxn7Im3LGfyRkY2FlHhWi","Robin Schulz","https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S","Right Now","https://open.spotify.com/album/4UsjjAKbtKzmgEz2pGbv6P","Sep 19, 2020","3:21"
"52","https://i.scdn.co/image/ab67616d00004851d9ddaea6ccea73f812f8afbc","https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3","Take You Dancing","","Jason Derulo","https://open.spotify.com/artist/07YZf4WDAMNwqr4jfgOZ8y","","","Take You Dancing","https://open.spotify.com/album/3II80i5KpS38r0QjNzu8ly","Sep 22, 2020","3:10"
"53","https://i.scdn.co/image/ab67616d00004851b0cfde5f5c761a9bb26cdc53","https://open.spotify.com/track/3vsNteZn6E5qBSSBO78W7b","You're Beautiful","","James Blunt","https://open.spotify.com/artist/7KMqksf0UMdyA0UCf4R3ux","","","Back to Bedlam","https://open.spotify.com/album/31p2S8NRI7kVdEZAMkGONK","Sep 22, 2020","3:33"
"54","https://i.scdn.co/image/ab67616d00004851a26cc58b4d64c2ece3376389","https://open.spotify.com/track/75NhhYjHO43mvZgYtnXgti","Lonely Together (feat. Rita Ora)",",","Avicii","https://open.spotify.com/artist/1vCWHaC5f2uS3yhpwWbIA6","Rita Ora","https://open.spotify.com/artist/5CCwRZC6euC8Odo6y9X8jr","AVĪCI (01)","https://open.spotify.com/album/1m3mf7xkXIwssVriaaTjOS","Nov 21, 2020","3:01"
"55","https://i.scdn.co/image/ab67616d00004851e279a8ea467c75ed400f812f","https://open.spotify.com/track/5id3Rqn7SPj1LX4FfY4nGz","Together","","Sia","https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN","","","Together","https://open.spotify.com/album/4TM7wmWEakp4xk1ZffVkL8","Jan 24, 2021","3:25"
"56","https://i.scdn.co/image/ab67616d000048513899712512f50a8d9e01e951","https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA","Play Date","","Melanie Martinez","https://open.spotify.com/artist/63yrD80RY3RNEM2YDpUpO8","","","Cry Baby (Deluxe Edition)","https://open.spotify.com/album/5JpH5T1sCYnUyZD6TM0QaY","Jan 31, 2021","2:59"
"57","https://i.scdn.co/image/ab67616d00004851d6641a0296d8d09e416e0acd","https://open.spotify.com/track/6WC5fhc9XMaCrUNKNjm9xE","Thumbs","","Sabrina Carpenter","https://open.spotify.com/artist/74KM79TiuVKeVCqs8QtB0B","","","EVOLution","https://open.spotify.com/album/7iOAJaGBmk67o337zaqt0R","Oct 1, 2021","3:36"
"58","https://i.scdn.co/image/ab67616d00004851ab4a5e424b1c138351af1540","https://open.spotify.com/track/7qZOnik9K8Mv987ccBjwwj","Wait Another Day",",","Mike Williams","https://open.spotify.com/artist/3IpvVrP3VLhruTmnququq7","Mesto","https://open.spotify.com/artist/0RViEWnZO2VhmY4oI0PhF9","Wait Another Day","https://open.spotify.com/album/77Tpo4RybpDfOpnFcdmiBo","Feb 8, 2021","2:59"
"59","https://i.scdn.co/image/ab67616d0000485115174e2b2347b5ffbea6dbf0","https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED","Woman Like Me (feat. Nicki Minaj)",",","Little Mix","https://open.spotify.com/artist/3e7awlrlDSwF3iM0WBjGMp","Nicki Minaj","https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh","LM5 (Deluxe)","https://open.spotify.com/album/7Ho8gAx4haSxv1eFLQwvTj","Apr 25, 2021","3:49"
"60","https://i.scdn.co/image/ab67616d000048511292bf793227da84c7d3e67b","https://open.spotify.com/track/1tE9no1NyExKy7NCsg9ucW","Miracles (feat. Tina Stachowiak)",",","Axel Johansson","https://open.spotify.com/artist/2xW3pBjCngD69hC1wIUgjA","Tina Stachowiak","https://open.spotify.com/artist/1kGTLuWrXcKIc0ocyMAY7Y","Miracles (feat. Tina Stachowiak)","https://open.spotify.com/album/0TwPndoJq61ceCJQ6rkhZx","Oct 1, 2021","3:11"
"61","https://i.scdn.co/image/ab67616d00004851254c8a09649551438b20f4c0","https://open.spotify.com/track/3lKZf71jeNi14udIFPJ29V","I Knew You Were Trouble.","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Deluxe Edition)","https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29","Apr 25, 2021","3:39"
"62","https://i.scdn.co/image/ab67616d00004851254c8a09649551438b20f4c0","https://open.spotify.com/track/1yG491M3fRfowMdGN5pey4","Begin Again","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Deluxe Edition)","https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29","Apr 25, 2021","3:59"
"63","https://i.scdn.co/image/ab67616d00004851254c8a09649551438b20f4c0","https://open.spotify.com/track/6kISMRfweKSvgHR0urMQFG","We Are Never Ever Getting Back Together","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Deluxe Edition)","https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29","Apr 25, 2021","3:13"
"64","https://i.scdn.co/image/ab67616d00004851254c8a09649551438b20f4c0","https://open.spotify.com/track/7gJtmLyPTwKzhGzMBXtuXH","Red","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Deluxe Edition)","https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29","Apr 25, 2021","3:43"
"65","https://i.scdn.co/image/ab67616d00004851254c8a09649551438b20f4c0","https://open.spotify.com/track/3WC5CVAahvn98hiseoIvbw","22","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","Red (Deluxe Edition)","https://open.spotify.com/album/1KVKqWeRuXsJDLTW0VuD29","Apr 25, 2021","3:52"
"66","https://i.scdn.co/image/ab67616d0000485163d77f99117b28af9f656918","https://open.spotify.com/track/2fF3QzbGCrtrDXIdWcg1mv","The Story Of Us","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","reputation Stadium Tour Surprise Song Playlist","https://open.spotify.com/album/1MPAXuTVL2Ej5x0JHiSPq8","Apr 25, 2021","4:27"
"67","https://i.scdn.co/image/ab67616d0000485163d77f99117b28af9f656918","https://open.spotify.com/track/22C0JIVhFaczZ4t9heqREN","Wildest Dreams","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","reputation Stadium Tour Surprise Song Playlist","https://open.spotify.com/album/1MPAXuTVL2Ej5x0JHiSPq8","Apr 25, 2021","3:40"
"68","https://i.scdn.co/image/ab67616d0000485163d77f99117b28af9f656918","https://open.spotify.com/track/2P5gfMtCcKP0CkmgqFMyPg","22","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","reputation Stadium Tour Surprise Song Playlist","https://open.spotify.com/album/1MPAXuTVL2Ej5x0JHiSPq8","Apr 25, 2021","3:52"
"69","https://i.scdn.co/image/ab67616d0000485173c04d216d9022d4ab8a4f14","https://open.spotify.com/track/02oT3HvcsXD64VwOBtH8yM","Hearts on Fire",", ,","ILLENIUM","https://open.spotify.com/artist/45eNHdiiabvmbp4erw26rg","Dabin","https://open.spotify.com/artist/7lZauDnRoAC3kmaYae2opv","Hearts on Fire","https://open.spotify.com/album/0eItNaBNC91NxyysINXARv","Apr 25, 2021","3:56"
"70","https://i.scdn.co/image/ab67616d00004851aa7d2641af0fa4c1f76fafbf","https://open.spotify.com/track/3hlksXnvbKogFdPbpO9vel","Super Bass","","Nicki Minaj","https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh","","","Pink Friday (Complete Edition)","https://open.spotify.com/album/7aADdYLiK1z7GlMFr0UIZw","Apr 25, 2021","3:20"
"71","https://i.scdn.co/image/ab67616d00004851f60070dce96a2c1b70cf6ff0","https://open.spotify.com/track/4lLtanYk6tkMvooU0tWzG8","Grenade","","Bruno Mars","https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C","","","Doo-Wops & Hooligans","https://open.spotify.com/album/6J84szYCnMfzEcvIcfWMFL","Apr 25, 2021","3:42"
"72","https://i.scdn.co/image/ab67616d00004851f2486b438645e97b523e4f90","https://open.spotify.com/track/3cHyrEgdyYRjgJKSOiOtcS","Timber",",","Pitbull","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg","Kesha","https://open.spotify.com/artist/6LqNN22kT3074XbTVUrhzX","Global Warming: Meltdown (Deluxe Version)","https://open.spotify.com/album/2F7tejLHzTqFq2XLol9ZGy","Apr 25, 2021","3:24"
"73","https://i.scdn.co/image/ab67616d00004851f6439e050ccf1891df058582","https://open.spotify.com/track/71ywEs45ClmTNRiaJ7YEsr","Maps","","Maroon 5","https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP","","","V","https://open.spotify.com/album/2MNwQ0qxvbMlBeWubrDZzX","Apr 25, 2021","3:09"
"74","https://i.scdn.co/image/ab67616d00004851a9303ea0a84a88eb9294bab8","https://open.spotify.com/track/3STTVKfJGTdhbg5aLppEzX","On The Floor",",","Jennifer Lopez","https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR","Pitbull","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg","LOVE? (Deluxe Edition)","https://open.spotify.com/album/2l8HCTHlnWSUwK47umlJ2C","Apr 25, 2021","4:44"
"75","https://i.scdn.co/image/ab67616d000048514f96da9d890fcd802432fe6a","https://open.spotify.com/track/31fVUBQ7Z5Aw7Sohoo096o","Despacito",",","Luis Fonsi","https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG","Daddy Yankee","https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m","2019 Mix","https://open.spotify.com/album/4R2C9tP3d6K0a0ibzBf1jZ","Apr 25, 2021","3:48"
"76","https://i.scdn.co/image/ab67616d0000485138aae75dc37fb42457866ffd","https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo","2002","","Anne-Marie","https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX","","","Speak Your Mind (Deluxe)","https://open.spotify.com/album/7lPoGKpCGgdKFAxpudhAH5","Apr 25, 2021","3:06"
"77","https://i.scdn.co/image/ab67616d0000485152b2a3824413eefe9e33817a","https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g","Blank Space","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","1989 (Deluxe)","https://open.spotify.com/album/1yGbNOtRIgdIiGHOEBaZWf","Apr 25, 2021","3:51"
"77","https://i.scdn.co/image/ab67616d0000485152b2a3824413eefe9e33817a","https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g","Blank Space","Taylor Swift","Apr 25, 2021","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","3:51","","1989 (Deluxe)","https://open.spotify.com/album/1yGbNOtRIgdIiGHOEBaZWf","",""
"78","https://i.scdn.co/image/ab67616d0000485130885dcb2b5f38512fbcbc59","https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW","Back To You - From 13 Reasons Why – Season 2 Soundtrack","","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","","","Back To You (From 13 Reasons Why – Season 2 Soundtrack)","https://open.spotify.com/album/3N7eWDCvfWv34xWNohdHjO","Apr 25, 2021","3:27"
"79","https://i.scdn.co/image/ab67616d00004851d26246b23c8bfa8ce543b3bb","https://open.spotify.com/track/2GyA33q5rti5IxkMQemRDH","I Know What You Did Last Summer",",","Shawn Mendes","https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr","Camila Cabello","https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF","Handwritten","https://open.spotify.com/album/6sUOosXuYt0oUeczJRbedZ","Apr 25, 2021","3:43"
"80","https://i.scdn.co/image/ab67616d000048516cd9798b6ace10ff98d1abdd","https://open.spotify.com/track/0Cy7wt6IlRfBPHXXjmZbcP","Love Me Like You Do","","Ellie Goulding","https://open.spotify.com/artist/0X2BH1fck6amBIoJhDVmmJ","","","Fifty Shades Freed (Original Motion Picture Soundtrack)","https://open.spotify.com/album/4w0N1CaZwQ5RPIuawqlYyy","Apr 25, 2021","4:13"
"81","https://i.scdn.co/image/ab67616d0000485114927ea8cabd02205c056870","https://open.spotify.com/track/1ue7zm5TVVvmoQV8lK6K2H","Pretty Girl","","Maggie Lindemann","https://open.spotify.com/artist/0uGk2czvcpWQA383Im6ajf","","","Pretty Girl","https://open.spotify.com/album/0KVNtHihBR6Zz98yjh5tk3","Apr 25, 2021","3:39"
"82","https://i.scdn.co/image/ab67616d00004851fbe22d168a743b782a5e856a","https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc","The Middle",", ,","Zedd","https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq","Maren Morris","https://open.spotify.com/artist/6WY7D3jk8zTrHtmkqqo5GI","The Middle","https://open.spotify.com/album/7nEiwcUSwycvC77kZ9ub7c","Apr 25, 2021","3:04"
"83","https://i.scdn.co/image/ab67616d00004851307910d4242c0d6b1fedf955","https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU","Wolves",",","Selena Gomez","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx","Marshmello","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T","Wolves","https://open.spotify.com/album/5gQZvWM1o8NkQndueJtZcP","Apr 25, 2021","3:17"
"84","https://i.scdn.co/image/ab67616d000048519a95e89d24214b94de36ccf7","https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI","Sweet but Psycho","","Ava Max","https://open.spotify.com/artist/4npEfmQ6YuiwW1GpUmaq3F","","","Heaven & Hell","https://open.spotify.com/album/26c7MmQ4w8EAvVLb4jilaM","Apr 25, 2021","3:07"
"85","https://i.scdn.co/image/ab67616d0000485161fe6d3a50c0beaa3cfe33e9","https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R","I'm a Mess","","Bebe Rexha","https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb","","","Expectations","https://open.spotify.com/album/4TOkZvtqNpg5UHyGxCn0mS","Apr 25, 2021","3:15"
"86","https://i.scdn.co/image/ab67616d00004851503b16348e47bc3c1c823eba","https://open.spotify.com/track/4nyY8oVjbX2d4qzlpiVM5n","Ruin My Life","","Zara Larsson","https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg","","","Poster Girl","https://open.spotify.com/album/79y7DSLFQH3907u4ysOMGr","Apr 25, 2021","3:10"
"87","https://i.scdn.co/image/ab67616d00004851b7e976d2b35c767f9012cb72","https://open.spotify.com/track/0TvQLMecTE8utzoNmvXRbK","Bad Blood","","Taylor Swift","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02","","","1989","https://open.spotify.com/album/5fy0X0JmZRZnVa2UEicIOl","Apr 25, 2021","3:31"
"88","https://i.scdn.co/image/ab67616d00004851cec62b81146fe4d116fbb2fa","https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev","Crying in the Club","","Camila Cabello","https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF","","","Crying in the Club","https://open.spotify.com/album/7s5gKFHMzzMHyLE2KFXNkR","Apr 25, 2021","3:36"
"89","https://i.scdn.co/image/ab67616d00004851af384269742c6b04308c1be8","https://open.spotify.com/track/1nInOsHbtotAmEOQhtvnzP","Stronger (What Doesn't Kill You)","","Kelly Clarkson","https://open.spotify.com/artist/3BmGtnKgCSGYIUhmivXKWX","","","Stronger (Deluxe Version)","https://open.spotify.com/album/0VmE95pr5TSpZWucfyhO5e","Apr 25, 2021","3:41"
"90","https://i.scdn.co/image/ab67616d00004851ea3ef7697cfd5705b8f47521","https://open.spotify.com/track/0AS63m1wHv9n4VVRizK6Hc","Mercy","","Shawn Mendes","https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr","","","Illuminate (Deluxe)","https://open.spotify.com/album/3wBabo4pmzsYjALMSKY7Iq","Apr 25, 2021","3:28"
"91","https://i.scdn.co/image/ab67616d000048517c7436e1b6273be0e7bc1a84","https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR","Pretty Girl - Cheat Codes X CADE Remix",", ,","Maggie Lindemann","https://open.spotify.com/artist/0uGk2czvcpWQA383Im6ajf","Cheat Codes","https://open.spotify.com/artist/7DMveApC7UnC2NPfPvlHSU","Pretty Girl (Cheat Codes X CADE Remix)","https://open.spotify.com/album/1XYA8eDvomdYTbQBzk0jT1","Apr 25, 2021","3:13"
"92","https://i.scdn.co/image/ab67616d0000485176bc1c851462191faec76bf8","https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y","How Do You Sleep?","","Sam Smith","https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI","","","How Do You Sleep?","https://open.spotify.com/album/7baaCf70tVcUBL2bbkuXjo","Apr 25, 2021","3:22"
"93","https://i.scdn.co/image/ab67616d00004851141cf717cd3993690358a60c","https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ","Dancing With Your Ghost","","Sasha Alex Sloan","https://open.spotify.com/artist/4xnihxcoXWK3UqryOSnbw5","","","Dancing With Your Ghost","https://open.spotify.com/album/3I677CWVoiOsbMxOQzjShB","Apr 25, 2021","3:17"
"94","https://i.scdn.co/image/ab67616d0000485176c198bad5d83dde1cb9a448","https://open.spotify.com/track/6C8YCzxgqxCC2ZnBNWmCOW","Just Friends","","Ally Barron","https://open.spotify.com/artist/3Q4ziXLNeSVK2yKtb8y9G5","","","Just Friends","https://open.spotify.com/album/45VaPG1v2AsIFIeTMb7GoH","Apr 25, 2021","3:50"
"95","https://i.scdn.co/image/ab67616d0000485129b1e19c8c1304446a3e1afa","https://open.spotify.com/track/6H0zRPEV1ezBHOidNXSt1D","Fractures (feat. Nevve)",",","ILLENIUM","https://open.spotify.com/artist/45eNHdiiabvmbp4erw26rg","Nevve","https://open.spotify.com/artist/3RTklnRcfHgkQJwFpgOq3t","Fractures (feat. Nevve)","https://open.spotify.com/album/0r4kwvT0acmAl59N6H4Pjk","Apr 25, 2021","4:05"
"96","https://i.scdn.co/image/ab67616d000048518ac5768205ad97df3f4f4c0e","https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7","Somebody That I Used To Know",",","Gotye","https://open.spotify.com/artist/2AsusXITU8P25dlRNhcAbG","Kimbra","https://open.spotify.com/artist/6hk7Yq1DU9QcCCrz9uc0Ti","Making Mirrors","https://open.spotify.com/album/4G2rJNhsKOE6iHgtUqZ0Ye","Apr 25, 2021","4:04"
"97","https://i.scdn.co/image/ab67616d00004851886700d7789fc42dce933882","https://open.spotify.com/track/05Kms0excTlHRel656GZ3U","Monsters","","Katie Sky","https://open.spotify.com/artist/31bkgXHo67awewnmvrdsah","","","Monsters","https://open.spotify.com/album/3s2IsYkvz1qAGFhvfsi1Kr","Apr 25, 2021","3:37"
